lot,lat,axis,uf,value
-53502,-28293,Panambi,RS,4064
-52374,-30191,Pantano Grande,RS,5651
-51786,-28594,Paraí,RS,4333
-53149,-29669,Paraíso do Sul,RS,5613
-51398,-29638,Pareci Novo,RS,2789
-50835,-29629,Parobé,RS,2114
-52961,-29453,Passa Sete,RS,1391
-52275,-29748,Passo do Sobrado,RS,2544
-52407,-28263,Passo Fundo,RS,8871
-51733,-29552,Paverama,RS,7335
-52823,-31864,Pedro Osório,RS,1006
-53656,-28423,Pejuçara,RS,2715
-52343,-31772,Pelotas,RS,7986
-51136,-29444,Picada Café,RS,7646
-53215,-27511,Pinhal,RS,9150
-53307,-29346,Pinhal Grande,RS,1908
-53612,-27.21,Pinheirinho do Vale,RS,2674
-53381,-31578,Pinheiro Machado,RS,9412
-55199,-28045,Pirapó,RS,2210
-53104,-31448,Piratini,RS,1524
-53059,-27329,Planalto,RS,8415
-51671,-29.45,Poço das Antas,RS,407
-52677,-28059,Pontão,RS,2307
-52488,-27654,Ponte Preta,RS,6079
-51242,-29702,Portão,RS,30
-51.23,-30033,Porto Alegre,RS,2054
-55016,-27856,Porto Lucena,RS,7106
-54668,-27575,Porto Mauá,RS,8278
-54901,-27736,Porto Vera Cruz,RS,9507
-55138,-27906,Porto Xavier,RS,8679
-52208,-29171,Pouso Novo,RS,7546
-51178,-29519,Presidente Lucena,RS,8708
-52312,-29244,Progresso,RS,8688
-51473,-28757,Protásio Alves,RS,4970
-52154,-29002,Putinga,RS,6026
-56451,-30388,Quaraí,RS,8190
-54072,-29353,Quevedos,RS,1472
-53095,-28742,Quinze de Novembro,RS,7820
-53638,-27664,Redentora,RS,4575
-52072,-29111,Relvado,RS,5246
-53375,-29813,Restinga Seca,RS,4162
-52841,-27.3,Rio dos Índios,RS,253
-52099,-32035,Rio Grande,RS,6485
-52378,-29.99,Rio Pardo,RS,1995
-50453,-29641,Riozinho,RS,4718
-51868,-29284,Roca Sales,RS,899
-53169,-27471,Rodeio Bonito,RS,7132
-50576,-29651,Rolante,RS,3660
-52802,-27767,Ronda Alta,RS,775
-52.91,-27828,Rondinha,RS,1086
-55026,-28131,Roque Gonzales,RS,987
-54914,-30258,Rosário do Sul,RS,1657
-53136,-27707,Sagrada Família,RS,6823
-53095,-28393,Saldanha Marinho,RS,1899
-53213,-29088,Salto do Jacuí,RS,3625
-54835,-28126,Salvador das Missões,RS,7600
-51511,-29438,Salvador do Sul,RS,6020
-51807,-27.95,Sananduva,RS,1450
-53247,-28358,Santa Bárbara do Sul,RS,6201
-52088,-29469,Santa Clara do Sul,RS,2823
-52426,-29718,Santa Cruz do Sul,RS,9329
-53807,-29684,Santa Maria,RS,3774
-50993,-29498,Santa Maria do Herval,RS,1995
-54481,-27871,Santa Rosa,RS,9930
-51735,-29169,Santa Tereza,RS,7094
-53368,-33519,Santa Vitória do Palmar,RS,5442
-53115,-30872,Santana da Boa Vista,RS,172
-55533,-30891,Santana do Livramento,RS,4747
-54867,-29192,Santiago,RS,1773
-54263,-28299,Santo Ângelo,RS,9989
-50.52,-29818,Santo Antônio da Patrulha,RS,4364
-55228,-28511,Santo Antônio das Missões,RS,5637
-52025,-28497,Santo Antônio do Palma,RS,7
-52691,-28396,Santo Antônio do Planalto,RS,7531
-53777,-27851,Santo Augusto,RS,2977
-54663,-27824,Santo Cristo,RS,1871
-51645,-27908,Santo Expedito do Sul,RS,7255
-56004,-28661,São Borja,RS,5746
-51888,-28531,São Domingos do Sul,RS,3766
-55131,-29.55,São Francisco de Assis,RS,422
-50584,-29448,São Francisco de Paula,RS,8276
-54.32,-30336,São Gabriel,RS,5428
-51722,-29959,São Jerônimo,RS,6944
-51828,-27.82,São João da Urtiga,RS,480
-53446,-29614,São João do Polêsine,RS,8380
-51703,-28499,São Jorge,RS,5332
-53122,-27.78,São José das Missões,RS,3836
-52296,-29044,São José do Herval,RS,2369
-51251,-29528,São José do Hortêncio,RS,1974
-54129,-27725,São José do Inhacorá,RS,3442
-52042,-32015,São José do Norte,RS,9902
-51594,-27769,São José do Ouro,RS,5437
-50066,-28748,São José dos Ausentes,RS,9762
-51147,-29.76,São Leopoldo,RS,9622
-51978,-31365,São Lourenço do Sul,RS,4623
-54961,-28408,São Luiz Gonzaga,RS,7648
-51068,-28971,São Marcos,RS,9389
-53969,-27707,São Martinho,RS,283
-53855,-29538,São Martinho da Serra,RS,8327
-54554,-28563,São Miguel das Missões,RS,7144
-55267,-28183,São Nicolau,RS,146
-54936,-28021,São Paulo das Missões,RS,1786
-51513,-29421,São Pedro da Serra,RS,5413
-54887,-28124,São Pedro do Butiá,RS,1613
-54179,-29621,São Pedro do Sul,RS,4972
-51376,-29587,São Sebastião do Caí,RS,5042
-53565,-30161,São Sepé,RS,5882
-52524,-27558,São Valentim,RS,4237
-51765,-29047,São Valentim do Sul,RS,80
-53937,-27787,São Valério do Sul,RS,2194
-51377,-29369,São Vendelino,RS,463
-54679,-29692,São Vicente do Sul,RS,3292
-51007,-29638,Sapiranga,RS,2536
-51144,-29839,Sapucaia do Sul,RS,226
-52923,-27944,Sarandi,RS,7958
-53403,-27478,Seberi,RS,9538
-53946,-27635,Sede Nova,RS,5646
-53012,-29269,Segredo,RS,2078
-52953,-28629,Selbach,RS,4168
-54543,-28031,Senador Salgado Filho,RS,7314
-51579,-30611,Sentinela do Sul,RS,7538
-51935,-28712,Serafina Corrêa,RS,832
-52269,-29383,Sério,RS,7535
-52.26,-27.98,Sertão,RS,5516
-51603,-30.46,Sertão Santana,RS,6018
-54463,-28131,Sete de Setembro,RS,1307
-52116,-27433,Severiano de Almeida,RS,7669
-53586,-29642,Silveira Martins,RS,6003
-52522,-29539,Sinimbu,RS,9099
-53029,-29421,Sobradinho,RS,3127
-52.51,-28818,Soledade,RS,802
-51682,-29643,Tabaí,RS,5384
-52014,-28068,Tapejara,RS,5537
-52.87,-28626,Tapera,RS,3091
-51396,-30673,Tapes,RS,2724
-50781,-29651,Taquara,RS,7292
-51864,-29.8,Taquari,RS,8994
-53467,-27.4,Taquaruçu do Sul,RS,273
-51094,-31287,Tavares,RS,5903
-53758,-27371,Tenente Portela,RS,6537
-50071,-29585,Terra de Areia,RS,5272
-51806,-29448,Teutônia,RS,7933
-54084,-27398,Tiradentes do Sul,RS,8344
-54228,-29478,Toropi,RS,746
-49727,-29335,Torres,RS,7515
-50134,-29985,Tramandaí,RS,9794
-52055,-29294,Travesseiro,RS,8097
-52147,-27499,Três Arroios,RS,8537
-49924,-29456,Três Cachoeiras,RS,6997
-50778,-29517,Três Coroas,RS,1351
-54.24,-27773,Três de Maio,RS,1619
-50064,-29537,Três Forquilhas,RS,3499
-52841,-27615,Três Palmeiras,RS,9148
-53932,-27456,Três Passos,RS,9406
-52894,-27522,Trindade do Sul,RS,5148
-51718,-29943,Triunfo,RS,6184
-54.44,-27657,Tucunduva,RS,1962
-52956,-29103,Tunas,RS,5931
-51536,-27925,Tupanci do Sul,RS,7756
-53836,-29081,Tupanciretã,RS,8755
-51421,-29476,Tupandi,RS,7493
-54482,-27756,Tuparendi,RS,9445
-52178,-31422,Turuçu,RS,48
-54681,-28046,Ubiretama,RS,8370
-52037,-28795,União da Serra,RS,7179
-55.15,-29047,Unistalda,RS,8201
-57088,-29755,Uruguaiana,RS,9847
-50934,-28512,Vacaria,RS,1086
-52683,-29604,Vale do Sol,RS,3590
-51254,-29398,Vale Real,RS,2067
-52184,-29787,Vale Verde,RS,5628
-51845,-28478,Vanini,RS,6234
-52192,-29606,Venâncio Aires,RS,4192
-52506,-29715,Vera Cruz,RS,1700
-51549,-28936,Veranópolis,RS,1671
-51859,-29068,Vespasiano Correa,RS,5352
-52.02,-27569,Viadutos,RS,7713
-51023,-30081,Viamão,RS,8048
-53405,-27162,Vicente Dutra,RS,7683
-52748,-28.56,Victor Graeff,RS,4728
-51533,-28863,Vila Flores,RS,9821
-52144,-28107,Vila Lângaro,RS,8067
-52154,-28535,Vila Maria,RS,704
-53883,-30344,Vila Nova do Sul,RS,975
-53.49,-27367,Vista Alegre,RS,9178
-51.79,-28809,Vista Alegre do Prata,RS,8686
-53702,-27291,Vista Gaúcha,RS,9136
-54496,-28351,Vitória das Missões,RS,8806
-50044,-29801,Xangri-lá,RS,3078
-51023,-27611,Abdon Batista,SC,4387
-52328,-26565,Abelardo Luz,SC,3502
-49826,-27412,Agrolândia,SC,8593
-49711,-27265,Agronômica,SC,4641
-51556,-26998,Água Doce,SC,6438
-52987,-27.07,Águas de Chapecó,SC,3583
-52859,-26.88,Águas Frias,SC,2039
-48824,-27694,Águas Mornas,SC,7129
-49334,-27.7,Alfredo Wagner,SC,3917
-51879,-27458,Alto Bela Vista,SC,1671
-53331,-26534,Anchieta,SC,7284
-48985,-27569,Angelina,SC,2641
-51.13,-27689,Anita Garibaldi,SC,3948
-49129,-27902,Anitápolis,SC,1412
-48768,-27517,Antônio Carlos,SC,8013
-49.39,-27036,Apiúna,SC,9048
-52142,-27.16,Arabutã,SC,5932
-48722,-26.37,Araquari,SC,3770
-49486,-28935,Araranguá,SC,519
-49018,-28262,Armazém,SC,4530
-51339,-26933,Arroio Trinta,SC,7924
-52456,-27074,Arvoredo,SC,3081
-49376,-26955,Ascurra,SC,4270
-49781,-27.42,Atalanta,SC,6921
-49638,-27315,Aurora,SC,5058
-49413,-28984,Balneário Arroio do Silva,SC,6239
-48612,-26456,Balneário Barra do Sul,SC,3801
-48635,-26991,Balneário Camboriú,SC,2921
-49579,-29157,Balneário Gaivota,SC,9247
-53638,-26769,Bandeirante,SC,513
-53.44,-26654,Barra Bonita,SC,3236
-48685,-26632,Barra Velha,SC,3760
-50464,-26273,Bela Vista do Toldo,SC,9548
-53576,-26841,Belmonte,SC,3759
-49364,-26783,Benedito Novo,SC,4372
-48656,-27494,Biguaçu,SC,1001
-49066,-26919,Blumenau,SC,3886
-49944,-27744,Bocaina do Sul,SC,3218
-49625,-28337,Bom Jardim da Serra,SC,6871
-52394,-26734,Bom Jesus,SC,2383
-53098,-26.69,Bom Jesus do Oeste,SC,611
-49489,-27797,Bom Retiro,SC,2863
-48517,-27138,Bombinhas,SC,1986
-49075,-27199,Botuverá,SC,3710
-49166,-28275,Braço do Norte,SC,7269
-49886,-27358,Braço do Trombudo,SC,3476
-50868,-27306,Brunópolis,SC,3759
-48918,-27098,Brusque,SC,3355
-51015,-26775,Caçador,SC,4836
-53248,-27072,Caibi,SC,3637
-51097,-26.6,Calmon,SC,790
-48654,-27025,Camboriú,SC,2890
-49266,-26193,Campo Alegre,SC,3350
-50761,-27899,Campo Belo do Sul,SC,3253
-53078,-26394,Campo Erê,SC,4524
-51225,-27402,Campos Novos,SC,7392
-48768,-27265,Canelinha,SC,3639
-50.39,-26177,Canoinhas,SC,7879
-50512,-27937,Capão Alto,SC,11
-51612,-27344,Capinzal,SC,4366
-48958,-28445,Capivari de Baixo,SC,1182
-51662,-27071,Catanduvas,SC,9219
-52879,-27161,Caxambu do Sul,SC,232
-51336,-27634,Celso Ramos,SC,6312
-50876,-27795,Cerro Negro,SC,2043
-49554,-27591,Chapadão do Lageado,SC,8768
-52618,-27096,Chapecó,SC,7993
-49326,-28601,Cocal do Sul,SC,5255
-52028,-27234,Concórdia,SC,8489
-52607,-26984,Cordilheira Alta,SC,6210
-52703,-26909,Coronel Freitas,SC,3785
-52669,-26512,Coronel Martins,SC,5594
-50361,-27585,Correia Pinto,SC,6503
-49243,-26425,Corupá,SC,7904
-49.37,-28678,Criciúma,SC,5654
-53168,-26894,Cunha Porã,SC,1013
-53093,-26969,Cunhataí,SC,7567
-50584,-27283,Curitibanos,SC,4095
-53502,-26826,Descanso,SC,6805
-53.64,-26255,Dionísio Cerqueira,SC,2415
-49726,-26985,Dona Emma,SC,5962
-49483,-26714,Doutor Pedrinho,SC,2147
-52561,-26724,Entre Rios,SC,5570
-49644,-28983,Ermo,SC,2679
-51442,-27276,Erval Velho,SC,5507
-52.26,-26853,Faxinal dos Guedes,SC,2203
-53347,-26778,Flor do Sertão,SC,6497
-48549,-27597,Florianópolis,SC,2435
-52794,-26647,Formosa do Sul,SC,35
-49472,-28747,Forquilhinha,SC,8272
-50921,-27026,Fraiburgo,SC,8327
-50805,-27175,Frei Rogério,SC,2000
-52686,-26455,Galvão,SC,175
-48613,-28023,Garopaba,SC,1738
-48855,-26027,Garuva,SC,1174
-48959,-26931,Gaspar,SC,4863
-48559,-27315,Governador Celso Ramos,SC,522
-49215,-28185,Grão Pará,SC,3576
-49035,-28331,Gravatal,SC,3048
-48981,-27086,Guabiruba,SC,6997
-53518,-26599,Guaraciaba,SC,3988
-49003,-26473,Guaramirim,SC,942
-53528,-26385,Guarujá do Sul,SC,9757
-52787,-27132,Guatambú,SC,9494
-51495,-27194,Herval d'Oeste,SC,7436
-51237,-27181,Ibiam,SC,3985
-51365,-27092,Ibicaré,SC,8235
-49518,-27057,Ibirama,SC,5561
-49.3,-28713,Içara,SC,9846
-48827,-26.9,Ilhota,SC,5937
-48.82,-28341,Imaruí,SC,9319
-48.67,-28.24,Imbituba,SC,2841
-49424,-27493,Imbuia,SC,7875
-49232,-26898,Indaial,SC,5842
-51242,-27004,Iomerê,SC,8343
-51773,-27404,Ipira,SC,1738
-53535,-26988,Iporã do Oeste,SC,9441
-52455,-26631,Ipuaçu,SC,7890
-52136,-27077,Ipumirim,SC,4906
-53274,-26823,Iraceminha,SC,7787
-51902,-27025,Irani,SC,104
-52892,-26656,Irati,SC,5693
-50.8,-26239,Irineópolis,SC,8124
-52323,-27291,Itá,SC,3164
-49906,-26336,Itaiópolis,SC,9540
-48662,-26908,Itajaí,SC,6229
-48611,-27.09,Itapema,SC,6492
-53712,-27169,Itapiranga,SC,8075
-48616,-26117,Itapoá,SC,6854
-49601,-27414,Ituporanga,SC,6317
-51734,-27176,Jaborá,SC,1497
-49764,-28997,Jacinto Machado,SC,4504
-49026,-28615,Jaguaruna,SC,2968
-49067,-26486,Jaraguá do Sul,SC,8478
-52.86,-26722,Jardinópolis,SC,429
-51505,-27178,Joaçaba,SC,3037
-48846,-26304,Joinville,SC,9645
-49628,-26958,José Boiteux,SC,8634
-52728,-26398,Jupiá,SC,7889
-51556,-27.26,Lacerdópolis,SC,7752
-50326,-27816,Lages,SC,2787
-48781,-28483,Laguna,SC,7456
-52567,-26858,Lajeado Grande,SC,2134
-49733,-27217,Laurentino,SC,2189
-49397,-28393,Lauro Muller,SC,2670
-50695,-26929,Lebon Régis,SC,3235
-49287,-27507,Leoberto Leal,SC,7325
-52067,-27053,Lindóia do Sul,SC,1007
-49542,-27166,Lontras,SC,9334
-48933,-26721,Luiz Alves,SC,41
-51467,-27133,Luzerna,SC,8453
-51378,-26856,Macieira,SC,5344
-49805,-26111,Mafra,SC,3582
-48951,-27418,Major Gercino,SC,5356
-50328,-26368,Major Vieira,SC,3738
-49453,-28847,Maracajá,SC,8744
-53173,-26761,Maravilha,SC,2384
-52625,-26802,Marema,SC,9617
-49008,-26611,Massaranduba,SC,7754
-51148,-26473,Matos Costa,SC,7995
-49636,-28829,Meleiro,SC,9357
-50077,-27196,Mirim Doce,SC,799
-53055,-26778,Modelo,SC,1119
-53402,-27103,Mondaí,SC,4075
-50.98,-27223,Monte Carlo,SC,3260
-50231,-26462,Monte Castelo,SC,1680
-49.21,-28651,Morro da Fumaça,SC,6599
-49721,-28801,Morro Grande,SC,564
-48654,-26899,Navegantes,SC,761
-52906,-26903,Nova Erechim,SC,2991
-52812,-26.94,Nova Itaberaba,SC,4240
-48.93,-27286,Nova Trento,SC,1240
-49498,-28637,Nova Veneza,SC,2720
-52834,-26444,Novo Horizonte,SC,8341
-49291,-28359,Orleans,SC,5959
-50122,-27483,Otacílio Costa,SC,8718
-51618,-27341,Ouro,SC,7888
-52312,-26694,Ouro Verde,SC,1274
-52498,-27252,Paial,SC,6964
-50105,-27929,Painel,SC,7824
-48668,-27645,Palhoça,SC,611
-53278,-26348,Palma Sola,SC,9641
-50159,-27583,Palmeira,SC,9606
-53161,-27068,Palmitos,SC,2438
-50144,-26.37,Papanduva,SC,3780
-53672,-26614,Paraíso,SC,79
-49724,-29316,Passo de Torres,SC,1455
-52059,-26.78,Passos Maia,SC,6313
-48684,-27962,Paulo Lopes,SC,2880
-49185,-28436,Pedras Grandes,SC,7709
-48646,-26769,Penha,SC,6399
-51904,-27373,Peritiba,SC,5869
-49698,-27535,Petrolândia,SC,2789
-48672,-26764,Piçarras,SC,690
-52992,-26848,Pinhalzinho,SC,3992
-51231,-27051,Pinheiro Preto,SC,6219
-51772,-27.42,Piratuba,SC,7433
-52866,-27.07,Planalto Alegre,SC,5895
-49177,-26741,Pomerode,SC,3835
-50.38,-27484,Ponte Alta,SC,7066
-50464,-27158,Ponte Alta do Norte,SC,9327
-52016,-26872,Ponte Serrada,SC,7238
-48553,-27158,Porto Belo,SC,8255
-51078,-26238,Porto União,SC,3929
-49934,-27258,Pouso Redondo,SC,8219
-49.95,-29197,Praia Grande,SC,4033
-51807,-27223,Presidente Castelo Branco,SC,3858
-49623,-27051,Presidente Getúlio,SC,3845
-49.39,-27277,Presidente Nereu,SC,6725
-53598,-26442,Princesa,SC,5084
-52721,-26726,Quilombo,SC,5162
-49022,-27673,Rancho Queimado,SC,8169
-51074,-26899,Rio das Antas,SC,3535
-50141,-26949,Rio do Campo,SC,8334
-49797,-27193,Rio do Oeste,SC,4964
-49643,-27214,Rio do Sul,SC,2454
-49274,-26738,Rio dos Cedros,SC,8670
-49105,-28131,Rio Fortuna,SC,8037
-49518,-26254,Rio Negrinho,SC,4469
-49779,-27861,Rio Rufino,SC,8572
-53322,-27067,Riqueza,SC,347
-49366,-26923,Rodeio,SC,9590
-53314,-26676,Romelândia,SC,2760
-50,-26.98,Salete,SC,3115
-53056,-26609,Saltinho,SC,2619
-51406,-26905,Salto Veloso,SC,4260
-49129,-28638,Sangão,SC,5545
-50427,-26961,Santa Cecília,SC,667
-53619,-26938,Santa Helena,SC,4986
-49128,-28039,Santa Rosa de Lima,SC,8197
-49.7,-29136,Santa Rosa do Sul,SC,7873
-50008,-26779,Santa Terezinha,SC,4022
-53202,-26619,Santa Terezinha do Progresso,SC,248
-52685,-26639,Santiago do Sul,SC,8916
-48779,-27688,Santo Amaro da Imperatriz,SC,7652
-49379,-26.25,São Bento do Sul,SC,9449
-52964,-26.47,São Bernardino,SC,7431
-48929,-27901,São Bonifácio,SC,350
-53004,-27078,São Carlos,SC,4161
-50441,-27267,São Cristovão do Sul,SC,5342
-52532,-26558,São Domingos,SC,4057
-48638,-26243,São Francisco do Sul,SC,4880
-48849,-27276,São João Batista,SC,3271
-48768,-26618,São João do Itaperiú,SC,489
-53594,-27098,São João do Oeste,SC,8679
-49.81,-29223,São João do Sul,SC,8990
-49932,-28294,São Joaquim,SC,3188
-48628,-27615,São José,SC,2114
-53494,-26455,São José do Cedro,SC,9836
-50.58,-27663,São José do Cerrito,SC,6148
-52851,-26359,São Lourenço do Oeste,SC,2307
-49177,-28326,São Ludgero,SC,5326
-48979,-28165,São Martinho,SC,5157
-53251,-26.69,São Miguel da Boa Vista,SC,5426
-53518,-26725,São Miguel do Oeste,SC,5783
-48805,-27566,São Pedro de Alcântara,SC,3175
-53003,-26924,Saudades,SC,9773
-49073,-26413,Schroeder,SC,9605
-52311,-27149,Seara,SC,8427
-53042,-26729,Serra Alta,SC,8852
-49424,-28598,Siderópolis,SC,68
-49617,-29114,Sombrio,SC,8697
-52965,-26736,Sul Brasil,SC,2799
-49998,-27116,Taió,SC,7955
-51247,-27105,Tangará,SC,474
-53158,-26688,Tigrinhos,SC,3159
-48634,-27241,Tijucas,SC,2092
-49847,-28.83,Timbé do Sul,SC,9607
-49272,-26823,Timbó,SC,2155
-50674,-26615,Timbó Grande,SC,482
-50322,-26106,Três Barras,SC,9709
-49458,-28516,Treviso,SC,6153
-49148,-28559,Treze de Maio,SC,4692
-51406,-27002,Treze Tílias,SC,7522
-49.79,-27299,Trombudo Central,SC,2442
-49007,-28467,Tubarão,SC,2695
-53639,-26969,Tunápolis,SC,9880
-49679,-28926,Turvo,SC,4017
-52855,-26761,União do Oeste,SC,8730
-49592,-28015,Urubici,SC,1044
-49873,-27953,Urupema,SC,5381
-49321,-28518,Urussanga,SC,1119
-52155,-26864,Vargeão,SC,2750
-50975,-27489,Vargem,SC,1758
-51.74,-27007,Vargem Bonita,SC,6674
-49356,-27392,Vidal Ramos,SC,9044
-51152,-27008,Videira,SC,3695
-49833,-26881,Vitor Meireles,SC,315
-49796,-26926,Witmarsum,SC,3261
-52404,-26877,Xanxerê,SC,4321
-52342,-27069,Xavantina,SC,4610
-52535,-26962,Xaxim,SC,3242
-51555,-27451,Zortéa,SC,2542
-36.93,-10134,Amparo de São Francisco,SE,3189
-37019,-10281,Aquidabã,SE,3607
-37072,-10911,Aracaju,SE,2074
-37.62,-11262,Arauá,SE,8083
-37315,-10758,Areia Branca,SE,7020
-37039,-10909,Barra dos Coqueiros,SE,2306
-37621,-11147,Boquim,SE,9862
-36466,-10429,Brejo Grande,SE,4863
-37493,-10733,Campo do Brito,SE,1589
-36985,-10138,Canhoba,SE,3080
-37788,-9642,Canindé de São Francisco,SE,6331
-37053,-10503,Capela,SE,6930
-37701,-10361,Carira,SE,1712
-36989,-10648,Carmópolis,SE,9210
-36884,-10252,Cedro de São João,SE,609
-37755,-11476,Cristinápolis,SE,7421
-37183,-10355,Cumbe,SE,9538
-37148,-10689,Divina Pastora,SE,7235
-37438,-11268,Estância,SE,5440
-37313,-10264,Feira Nova,SE,8325
-37534,-10549,Frei Paulo,SE,8678
-37083,-9968,Gararu,SE,5016
-36984,-10689,General Maynard,SE,7033
-37198,-10227,Gracho Cardoso,SE,4405
-36.54,-10436,Ilha das Flores,SE,9131
-37512,-11519,Indiaroba,SE,8043
-37425,-10685,Itabaiana,SE,8781
-37.79,-11274,Itabaianinha,SE,9609
-37103,-10126,Itabi,SE,1161
-37311,-10998,Itaporanga d'Ajuda,SE,3382
-36.94,-10593,Japaratuba,SE,8065
-36801,-10347,Japoatã,SE,8326
-37.65,-10917,Lagarto,SE,7120
-37.17,-10806,Laranjeiras,SE,5118
-37541,-10666,Macambira,SE,7135
-36924,-10349,Malhada dos Bois,SE,6728
-37305,-10658,Malhador,SE,8657
-37082,-10738,Maruim,SE,1054
-37343,-10578,Moita Bonita,SE,841
-37562,-10027,Monte Alegre de Sergipe,SE,2560
-36959,-10427,Muribeca,SE,5279
-36579,-10.32,Neópolis,SE,9008
-37489,-10443,Nossa Senhora Aparecida,SE,7876
-37.42,-10218,Nossa Senhora da Glória,SE,230
-37193,-10492,Nossa Senhora das Dores,SE,4979
-37058,-10079,Nossa Senhora de Lourdes,SE,4501
-37126,-10855,Nossa Senhora do Socorro,SE,7496
-36651,-10453,Pacatuba,SE,9396
-37687,-10617,Pedra Mole,SE,9804
-37674,-11192,Pedrinhas,SE,8577
-37723,-10567,Pinhão,SE,1147
-36856,-10738,Pirambu,SE,9658
-37685,-9806,Poço Redondo,SE,1654
-38183,-10708,Poço Verde,SE,4940
-37278,-9917,Porto da Folha,SE,9067
-36.84,-10211,Propriá,SE,7149
-37725,-11069,Riachão do Dantas,SE,9852
-37187,-10728,Riachuelo,SE,9834
-37417,-10539,Ribeirópolis,SE,6403
-37031,-10696,Rosário do Catete,SE,4691
-37475,-11032,Salgado,SE,5879
-37448,-11351,Santa Luzia do Itanhy,SE,2095
-37194,-10646,Santa Rosa de Lima,SE,6055
-36608,-10291,Santana do São Francisco,SE,4095
-37054,-10789,Santo Amaro das Brotas,SE,9600
-37206,-11015,São Cristóvão,SE,5131
-37568,-10791,São Domingos,SE,989
-36888,-10333,São Francisco,SE,1479
-37381,-10388,São Miguel do Aleixo,SE,6166
-37811,-10738,Simão Dias,SE,4928
-37113,-10604,Siriri,SE,4542
-36884,-10208,Telha,SE,6483
-37998,-11184,Tobias Barreto,SE,7332
-37841,-11373,Tomar do Geru,SE,9351
-37658,-11383,Umbaúba,SE,5407
-51073,-21685,Adamantina,SP,671
-49644,-21235,Adolfo,SP,6847
-46979,-22059,Aguaí,SP,3163
-46717,-21937,Águas da Prata,SP,2791
-46633,-22476,Águas de Lindóia,SP,1145
-49239,-22881,Águas de Santa Bárbara,SP,3411
-47876,-22599,Águas de São Pedro,SP,53
-48988,-22469,Agudos,SP,1856
-47899,-23551,Alambari,SP,9762
-51413,-21955,Alfredo Marcondes,SP,6939
-49059,-20524,Altair,SP,7599
-47374,-21026,Altinópolis,SP,9127
-50164,-21581,Alto Alegre,SP,8089
-47262,-23535,Alumínio,SP,7957
-49911,-20321,Álvares Florence,SP,1300
-51472,-22079,Álvares Machado,SP,7917
-49719,-22089,Álvaro de Carvalho,SP,8585
-49763,-22444,Alvinlândia,SP,196
-47331,-22739,Americana,SP,2122
-48102,-21724,Américo Brasiliense,SP,631
-49732,-20299,Américo de Campos,SP,1370
-46764,-22701,Amparo,SP,3259
-47663,-22126,Analândia,SP,5673
-51379,-20896,Andradina,SP,5317
-48413,-23.49,Angatuba,SP,6594
-48127,-22789,Anhembi,SP,4548
-51387,-22295,Anhumas,SP,4771
-45.23,-22847,Aparecida,SP,1360
-50.88,-20449,Aparecida d'Oeste,SP,6248
-48843,-24509,Apiaí,SP,755
-47061,-23439,Araçariguama,SP,6211
-50433,-21209,Araçatuba,SP,8599
-47614,-23505,Araçoiaba da Serra,SP,5613
-47786,-20.09,Aramina,SP,9934
-49054,-23134,Arandu,SP,8720
-44448,-22674,Arapeí,SP,9518
-48176,-21794,Araraquara,SP,9015
-47384,-22357,Araras,SP,2120
-50465,-21773,Arco-Íris,SP,3648
-48911,-22029,Arealva,SP,9619
-44697,-22.58,Areias,SP,119
-48665,-22668,Areiópolis,SP,1509
-48787,-21188,Ariranha,SP,1002
-47173,-22573,Artur Nogueira,SP,5892
-46321,-23396,Arujá,SP,5664
-50727,-20159,Aspásia,SP,8263
-50412,-22662,Assis,SP,9024
-46.55,-23117,Atibaia,SP,9023
-50555,-20686,Auriflama,SP,24
-49333,-22147,Avaí,SP,4188
-49.95,-21461,Avanhandava,SP,3890
-48926,-23099,Avaré,SP,1832
-49445,-20918,Bady Bassitt,SP,7076
-49357,-21.9,Balbinos,SP,8164
-49584,-20735,Bálsamo,SP,2278
-44323,-22684,Bananal,SP,7290
-49561,-23627,Barão de Antonina,SP,7435
-49949,-21267,Barbosa,SP,5489
-48.74,-22074,Bariri,SP,5017
-48558,-22495,Barra Bonita,SP,3432
-49025,-24473,Barra do Chapéu,SP,8032
-48505,-24756,Barra do Turvo,SP,6385
-48568,-20557,Barretos,SP,4893
-48164,-21194,Barrinha,SP,8608
-46876,-23511,Barueri,SP,6937
-50734,-21922,Bastos,SP,6448
-47585,-20891,Batatais,SP,1214
-49061,-22315,Bauru,SP,5756
-48479,-20949,Bebedouro,SP,4650
-50812,-21271,Bento de Abreu,SP,7552
-49474,-23013,Bernardino de Campos,SP,8936
-46139,-23854,Bertioga,SP,892
-50471,-21403,Bilac,SP,3308
-50.34,-21289,Birigui,SP,3585
-46039,-23573,Biritiba-Mirim,SP,7208
-48391,-21993,Boa Esperança do Sul,SP,1554
-48518,-22136,Bocaina,SP,7942
-48258,-23102,Bofete,SP,8189
-47672,-23283,Boituva,SP,3424
-46465,-23135,Bom Jesus dos Perdões,SP,5835
-49144,-24318,Bom Sucesso de Itararé,SP,633
-50534,-22.27,Borá,SP,1978
-48779,-22193,Boracéia,SP,8182
-49074,-21.62,Borborema,SP,4473
-48971,-22569,Borebi,SP,8643
-48445,-22886,Botucatu,SP,9646
-46542,-22952,Bragança Paulista,SP,6200
-50316,-21499,Braúna,SP,8242
-50185,-21166,Brejo Alegre,SP,4189
-47659,-20991,Brodowski,SP,7231
